,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
962,S37165903,Ruby-throated Hummingbird,Archilochus colubris,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
1147,S106694384,Bonaparte's Gull,Chroicocephalus philadelphia,4/10/2022,9:00 AM,6,44,US-OK,36.1499519,-96.2529969,79,4,2022
1188,S106694384,Ring-billed Gull,Larus delawarensis,4/10/2022,9:00 AM,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
1192,S51186467,Ring-billed Gull,Larus delawarensis,1/1/2019,3:57 PM,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
1252,S106694384,Double-crested Cormorant,Nannopterum auritum,4/10/2022,9:00 AM,4,44,US-OK,36.1499519,-96.2529969,79,4,2022
1273,S106694384,American White Pelican,Pelecanus erythrorhynchos,4/10/2022,9:00 AM,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
1276,S51186467,American White Pelican,Pelecanus erythrorhynchos,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
1332,S36840471,Great Blue Heron,Ardea herodias,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
1383,S106694384,Great Blue Heron,Ardea herodias,4/10/2022,9:00 AM,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
1387,S51186467,Great Blue Heron,Ardea herodias,1/1/2019,3:57 PM,19,75,US-OK,36.1189623,-95.9855793,79,1,2019
1446,S106694384,Great Egret,Ardea alba,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
1645,S106694384,Turkey Vulture,Cathartes aura,4/10/2022,9:00 AM,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
1762,S51186467,Bald Eagle,Haliaeetus leucocephalus,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
1783,S36840463,Red-shouldered Hawk,Buteo lineatus,5/13/2017,5:30 AM,2,90,US-MO,38.661,-90.758,79,5,2017
1789,S37165903,Red-shouldered Hawk,Buteo lineatus,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
1876,S37165903,Red-tailed Hawk,Buteo jamaicensis,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
1879,S51186467,Red-tailed Hawk,Buteo jamaicensis,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
1914,S36840463,Barred Owl,Strix varia,5/13/2017,5:30 AM,2,90,US-MO,38.661,-90.758,79,5,2017
1943,S36840463,Belted Kingfisher,Megaceryle alcyon,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
1959,S51186467,Belted Kingfisher,Megaceryle alcyon,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
2027,S37165903,Red-headed Woodpecker,Melanerpes erythrocephalus,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
2065,S36840471,Red-bellied Woodpecker,Melanerpes carolinus,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
2066,S36840463,Red-bellied Woodpecker,Melanerpes carolinus,5/13/2017,5:30 AM,2,90,US-MO,38.661,-90.758,79,5,2017
2130,S37165903,Red-bellied Woodpecker,Melanerpes carolinus,5/26/2017,6:09 PM,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
2234,S37165903,Downy Woodpecker,Dryobates pubescens,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
2248,S51186467,Downy Woodpecker,Dryobates pubescens,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
2277,S36840463,Pileated Woodpecker,Dryocopus pileatus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
2357,S81668053,Northern Flicker,Colaptes auratus,2/15/2021,3:30 PM,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
2409,S37165903,Olive-sided Flycatcher,Contopus cooperi,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
2448,S37165903,Eastern Wood-Pewee,Contopus virens,5/26/2017,6:09 PM,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
2455,S36840463,Acadian Flycatcher,Empidonax virescens,5/13/2017,5:30 AM,6,90,US-MO,38.661,-90.758,79,5,2017
2511,S36840463,Eastern Phoebe,Sayornis phoebe,5/13/2017,5:30 AM,3,90,US-MO,38.661,-90.758,79,5,2017
2560,S106694384,Eastern Phoebe,Sayornis phoebe,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
2563,S51186467,Eastern Phoebe,Sayornis phoebe,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
2588,S36840471,Great Crested Flycatcher,Myiarchus crinitus,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
2640,S36840471,Eastern Kingbird,Tyrannus tyrannus,5/13/2017,7:00 AM,3,60,US-MO,38.6360813,-90.7679701,79,5,2017
2671,S36840471,Scissor-tailed Flycatcher,Tyrannus forficatus,5/13/2017,7:00 AM,0,60,US-MO,38.6360813,-90.7679701,79,5,2017
2679,S106694384,Scissor-tailed Flycatcher,Tyrannus forficatus,4/10/2022,9:00 AM,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
2697,S36840463,White-eyed Vireo,Vireo griseus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
2706,S106694384,White-eyed Vireo,Vireo griseus,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
2800,S36840471,Red-eyed Vireo,Vireo olivaceus,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
2801,S36840463,Red-eyed Vireo,Vireo olivaceus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
2869,S36840463,Blue Jay,Cyanocitta cristata,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
2974,S37165903,Blue Jay,Cyanocitta cristata,5/26/2017,6:09 PM,3,69,US-MO,38.6066358,-90.2582139,79,5,2017
2982,S81668053,Blue Jay,Cyanocitta cristata,2/15/2021,3:30 PM,2,15,US-OK,36.1441138,-95.9327686,79,2,2021
3058,S36840471,American Crow,Corvus brachyrhynchos,5/13/2017,7:00 AM,2,60,US-MO,38.6360813,-90.7679701,79,5,2017
3059,S36840463,American Crow,Corvus brachyrhynchos,5/13/2017,5:30 AM,4,90,US-MO,38.661,-90.758,79,5,2017
3099,S106694384,American Crow,Corvus brachyrhynchos,4/10/2022,9:00 AM,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
3110,S36840463,Fish Crow,Corvus ossifragus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
3154,S36840463,Carolina Chickadee,Poecile carolinensis,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
3219,S106694384,Carolina Chickadee,Poecile carolinensis,4/10/2022,9:00 AM,5,44,US-OK,36.1499519,-96.2529969,79,4,2022
3274,S36840471,Tufted Titmouse,Baeolophus bicolor,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
3275,S36840463,Tufted Titmouse,Baeolophus bicolor,5/13/2017,5:30 AM,4,90,US-MO,38.661,-90.758,79,5,2017
3331,S106694384,Tufted Titmouse,Baeolophus bicolor,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3345,S36840471,Horned Lark,Eremophila alpestris,5/13/2017,7:00 AM,3,60,US-MO,38.6360813,-90.7679701,79,5,2017
3368,S106694384,Northern Rough-winged Swallow,Stelgidopteryx serripennis,4/10/2022,9:00 AM,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
3453,S36840471,Barn Swallow,Hirundo rustica,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
3456,S36840463,Barn Swallow,Hirundo rustica,5/13/2017,5:30 AM,3,90,US-MO,38.661,-90.758,79,5,2017
3516,S106694384,Cliff Swallow,Petrochelidon pyrrhonota,4/10/2022,9:00 AM,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
3566,S106694384,Ruby-crowned Kinglet,Corthylio calendula,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3568,S51186467,Ruby-crowned Kinglet,Corthylio calendula,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
3619,S36840463,White-breasted Nuthatch,Sitta carolinensis,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
3658,S37165903,White-breasted Nuthatch,Sitta carolinensis,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
3719,S36840463,Blue-gray Gnatcatcher,Polioptila caerulea,5/13/2017,5:30 AM,5,90,US-MO,38.661,-90.758,79,5,2017
3771,S37165903,Blue-gray Gnatcatcher,Polioptila caerulea,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
3775,S106694384,Blue-gray Gnatcatcher,Polioptila caerulea,4/10/2022,9:00 AM,5,44,US-OK,36.1499519,-96.2529969,79,4,2022
3901,S37165903,Carolina Wren,Thryothorus ludovicianus,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
3911,S106694384,Carolina Wren,Thryothorus ludovicianus,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3914,S51186467,Carolina Wren,Thryothorus ludovicianus,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
3940,S36840471,European Starling,Sturnus vulgaris,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
4022,S37165903,European Starling,Sturnus vulgaris,5/26/2017,6:09 PM,11,69,US-MO,38.6066358,-90.2582139,79,5,2017
4030,S81668053,European Starling,Sturnus vulgaris,2/15/2021,3:30 PM,18,15,US-OK,36.1441138,-95.9327686,79,2,2021
4048,S51186467,European Starling,Sturnus vulgaris,1/1/2019,3:57 PM,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
4132,S36840471,Brown Thrasher,Toxostoma rufum,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
4219,S81668053,Northern Mockingbird,Mimus polyglottos,2/15/2021,3:30 PM,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
4230,S51186467,Northern Mockingbird,Mimus polyglottos,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
4272,S51186467,Eastern Bluebird,Sialia sialis,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
4288,S36840463,Veery,Catharus fuscescens,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
4361,S36840463,Wood Thrush,Hylocichla mustelina,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
4396,S36840471,American Robin,Turdus migratorius,5/13/2017,7:00 AM,2,60,US-MO,38.6360813,-90.7679701,79,5,2017
4493,S37165903,American Robin,Turdus migratorius,5/26/2017,6:09 PM,19,69,US-MO,38.6066358,-90.2582139,79,5,2017
4501,S81668053,American Robin,Turdus migratorius,2/15/2021,3:30 PM,15,15,US-OK,36.1441138,-95.9327686,79,2,2021
4599,S37165903,House Sparrow,Passer domesticus,5/26/2017,6:09 PM,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
4601,S81668053,House Sparrow,Passer domesticus,2/15/2021,3:30 PM,16,15,US-OK,36.1441138,-95.9327686,79,2,2021
4693,S37165903,House Finch,Haemorhous mexicanus,5/26/2017,6:09 PM,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
4696,S81668053,House Finch,Haemorhous mexicanus,2/15/2021,3:30 PM,2,15,US-OK,36.1441138,-95.9327686,79,2,2021
4737,S36840471,American Goldfinch,Spinus tristis,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
4886,S106694384,Chipping Sparrow,Spizella passerina,4/10/2022,9:00 AM,8,44,US-OK,36.1499519,-96.2529969,79,4,2022
4918,S51186467,Field Sparrow,Spizella pusilla,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
4952,S51186467,Fox Sparrow,Passerella iliaca,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
5035,S81668053,Dark-eyed Junco,Junco hyemalis,2/15/2021,3:30 PM,3,15,US-OK,36.1441138,-95.9327686,79,2,2021
5041,S51186467,Dark-eyed Junco,Junco hyemalis,1/1/2019,3:57 PM,3,75,US-OK,36.1189623,-95.9855793,79,1,2019
5070,S51186467,Harris's Sparrow,Zonotrichia querula,1/1/2019,3:57 PM,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
5176,S81668053,White-throated Sparrow,Zonotrichia albicollis,2/15/2021,3:30 PM,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
5182,S51186467,White-throated Sparrow,Zonotrichia albicollis,1/1/2019,3:57 PM,15,75,US-OK,36.1189623,-95.9855793,79,1,2019
5198,S36840471,Savannah Sparrow,Passerculus sandwichensis,5/13/2017,7:00 AM,15,60,US-MO,38.6360813,-90.7679701,79,5,2017
5227,S36840471,Song Sparrow,Melospiza melodia,5/13/2017,7:00 AM,3,60,US-MO,38.6360813,-90.7679701,79,5,2017
5304,S51186467,Song Sparrow,Melospiza melodia,1/1/2019,3:57 PM,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
5370,S36840471,Eastern Towhee,Pipilo erythrophthalmus,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
5373,S36840463,Eastern Towhee,Pipilo erythrophthalmus,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
5405,S36840471,Yellow-breasted Chat,Icteria virens,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
5407,S36840463,Yellow-breasted Chat,Icteria virens,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
5498,S36840471,Red-winged Blackbird,Agelaius phoeniceus,5/13/2017,7:00 AM,5,60,US-MO,38.6360813,-90.7679701,79,5,2017
5552,S81668053,Red-winged Blackbird,Agelaius phoeniceus,2/15/2021,3:30 PM,4,15,US-OK,36.1441138,-95.9327686,79,2,2021
5582,S36840471,Brown-headed Cowbird,Molothrus ater,5/13/2017,7:00 AM,3,60,US-MO,38.6360813,-90.7679701,79,5,2017
5639,S81668053,Rusty Blackbird,Euphagus carolinus,2/15/2021,3:30 PM,3,15,US-OK,36.1441138,-95.9327686,79,2,2021
5719,S37165903,Common Grackle,Quiscalus quiscula,5/26/2017,6:09 PM,9,69,US-MO,38.6066358,-90.2582139,79,5,2017
5761,S36840463,Louisiana Waterthrush,Parkesia motacilla,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
5779,S36840463,Blue-winged Warbler,Vermivora cyanoptera,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
5898,S36840463,Kentucky Warbler,Geothlypis formosa,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
5919,S36840471,Common Yellowthroat,Geothlypis trichas,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
5921,S36840463,Common Yellowthroat,Geothlypis trichas,5/13/2017,5:30 AM,3,90,US-MO,38.661,-90.758,79,5,2017
5953,S36840463,American Redstart,Setophaga ruticilla,5/13/2017,5:30 AM,4,90,US-MO,38.661,-90.758,79,5,2017
5971,S37165903,American Redstart,Setophaga ruticilla,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
5998,S36840471,Northern Parula,Setophaga americana,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
5999,S36840463,Northern Parula,Setophaga americana,5/13/2017,5:30 AM,2,90,US-MO,38.661,-90.758,79,5,2017
6017,S106694384,Northern Parula,Setophaga americana,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
6055,S36840471,Yellow Warbler,Setophaga petechia,5/13/2017,7:00 AM,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
6076,S37165903,Chestnut-sided Warbler,Setophaga pensylvanica,5/26/2017,6:09 PM,4,69,US-MO,38.6066358,-90.2582139,79,5,2017
6106,S36840471,Palm Warbler,Setophaga palmarum,5/13/2017,7:00 AM,2,60,US-MO,38.6360813,-90.7679701,79,5,2017
6139,S106694384,Pine Warbler,Setophaga pinus,4/10/2022,9:00 AM,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
6215,S106694384,Yellow-rumped Warbler,Setophaga coronata,4/10/2022,9:00 AM,3,44,US-OK,36.1499519,-96.2529969,79,4,2022
6237,S106694384,Yellow-throated Warbler,Setophaga dominica,4/10/2022,9:00 AM,5,44,US-OK,36.1499519,-96.2529969,79,4,2022
6282,S36840463,Summer Tanager,Piranga rubra,5/13/2017,5:30 AM,1,90,US-MO,38.661,-90.758,79,5,2017
6343,S36840471,Northern Cardinal,Cardinalis cardinalis,5/13/2017,7:00 AM,4,60,US-MO,38.6360813,-90.7679701,79,5,2017
6346,S36840463,Northern Cardinal,Cardinalis cardinalis,5/13/2017,5:30 AM,6,90,US-MO,38.661,-90.758,79,5,2017
6472,S37165903,Northern Cardinal,Cardinalis cardinalis,5/26/2017,6:09 PM,1,69,US-MO,38.6066358,-90.2582139,79,5,2017
6479,S81668053,Northern Cardinal,Cardinalis cardinalis,2/15/2021,3:30 PM,2,15,US-OK,36.1441138,-95.9327686,79,2,2021
6498,S106694384,Northern Cardinal,Cardinalis cardinalis,4/10/2022,9:00 AM,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
6502,S51186467,Northern Cardinal,Cardinalis cardinalis,1/1/2019,3:57 PM,3,75,US-OK,36.1189623,-95.9855793,79,1,2019
6533,S36840471,Blue Grosbeak,Passerina caerulea,5/13/2017,7:00 AM,6,60,US-MO,38.6360813,-90.7679701,79,5,2017
6534,S36840463,Blue Grosbeak,Passerina caerulea,5/13/2017,5:30 AM,3,90,US-MO,38.661,-90.758,79,5,2017
6552,S36840471,Indigo Bunting,Passerina cyanea,5/13/2017,7:00 AM,12,60,US-MO,38.6360813,-90.7679701,79,5,2017
6555,S36840463,Indigo Bunting,Passerina cyanea,5/13/2017,5:30 AM,6,90,US-MO,38.661,-90.758,79,5,2017
196,S25963234,Wood Duck,Aix sponsa,11/22/2015,8:30 AM,2,45,US-MO,38.6389068,-90.2853806,78,11,2015
378,S25963234,Mallard,Anas platyrhynchos,11/22/2015,8:30 AM,8,45,US-MO,38.6389068,-90.2853806,78,11,2015
602,S25963234,Pied-billed Grebe,Podilymbus podiceps,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
763,S25963234,Mourning Dove,Zenaida macroura,11/22/2015,8:30 AM,2,45,US-MO,38.6389068,-90.2853806,78,11,2015
1353,S25963234,Great Blue Heron,Ardea herodias,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
1754,S25963234,Bald Eagle,Haliaeetus leucocephalus,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
2015,S25963234,Red-headed Woodpecker,Melanerpes erythrocephalus,11/22/2015,8:30 AM,2,45,US-MO,38.6389068,-90.2853806,78,11,2015
2088,S25963234,Red-bellied Woodpecker,Melanerpes carolinus,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
2320,S25963234,Northern Flicker,Colaptes auratus,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
2916,S25963234,Blue Jay,Cyanocitta cristata,11/22/2015,8:30 AM,4,45,US-MO,38.6389068,-90.2853806,78,11,2015
3076,S25963234,American Crow,Corvus brachyrhynchos,11/22/2015,8:30 AM,4,45,US-MO,38.6389068,-90.2853806,78,11,2015
3178,S25963234,Carolina Chickadee,Poecile carolinensis,11/22/2015,8:30 AM,12,45,US-MO,38.6389068,-90.2853806,78,11,2015
3296,S25963234,Tufted Titmouse,Baeolophus bicolor,11/22/2015,8:30 AM,2,45,US-MO,38.6389068,-90.2853806,78,11,2015
3675,S25963234,Brown Creeper,Certhia americana,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
4440,S25963234,American Robin,Turdus migratorius,11/22/2015,8:30 AM,6,45,US-MO,38.6389068,-90.2853806,78,11,2015
4913,S25963234,Field Sparrow,Spizella pusilla,11/22/2015,8:30 AM,1,45,US-MO,38.6389068,-90.2853806,78,11,2015
5001,S25963234,Dark-eyed Junco,Junco hyemalis,11/22/2015,8:30 AM,6,45,US-MO,38.6389068,-90.2853806,78,11,2015
5119,S25963234,White-throated Sparrow,Zonotrichia albicollis,11/22/2015,8:30 AM,15,45,US-MO,38.6389068,-90.2853806,78,11,2015
5267,S25963234,Song Sparrow,Melospiza melodia,11/22/2015,8:30 AM,4,45,US-MO,38.6389068,-90.2853806,78,11,2015
6403,S25963234,Northern Cardinal,Cardinalis cardinalis,11/22/2015,8:30 AM,4,45,US-MO,38.6389068,-90.2853806,78,11,2015
180,S18767759,Wood Duck,Aix sponsa,6/12/2014,8:30 AM,1,60,US-MO,38.6389068,-90.2853806,77,6,2014
350,S18767759,Mallard,Anas platyrhynchos,6/12/2014,8:30 AM,8,60,US-MO,38.6389068,-90.2853806,77,6,2014
552,S17601243,Gambel's Quail,Callipepla gambelii,3/25/2014,4:30 PM,2,180,US-NM,35.0990608,-106.4779472,77,3,2014
671,S17601243,White-winged Dove,Zenaida asiatica,3/25/2014,4:30 PM,25,180,US-NM,35.0990608,-106.4779472,77,3,2014
685,S17601243,Mourning Dove,Zenaida macroura,3/25/2014,4:30 PM,4,180,US-NM,35.0990608,-106.4779472,77,3,2014
742,S18767759,Mourning Dove,Zenaida macroura,6/12/2014,8:30 AM,4,60,US-MO,38.6389068,-90.2853806,77,6,2014
1417,S18767759,Great Egret,Ardea alba,6/12/2014,8:30 AM,2,60,US-MO,38.6389068,-90.2853806,77,6,2014
1454,S18767759,Snowy Egret,Egretta thula,6/12/2014,8:30 AM,5,60,US-MO,38.6389068,-90.2853806,77,6,2014
1508,S18767759,Green Heron,Butorides virescens,6/12/2014,8:30 AM,2,60,US-MO,38.6389068,-90.2853806,77,6,2014
1703,S17601243,Cooper's Hawk,Accipiter cooperii,3/25/2014,4:30 PM,2,180,US-NM,35.0990608,-106.4779472,77,3,2014
2011,S18767759,Red-headed Woodpecker,Melanerpes erythrocephalus,6/12/2014,8:30 AM,1,60,US-MO,38.6389068,-90.2853806,77,6,2014
2082,S18767759,Red-bellied Woodpecker,Melanerpes carolinus,6/12/2014,8:30 AM,1,60,US-MO,38.6389068,-90.2853806,77,6,2014
2255,S17601243,Ladder-backed Woodpecker,Dryobates scalaris,3/25/2014,4:30 PM,1,180,US-NM,35.0990608,-106.4779472,77,3,2014
2282,S17601243,Northern Flicker,Colaptes auratus,3/25/2014,4:30 PM,1,180,US-NM,35.0990608,-106.4779472,77,3,2014
2311,S18767759,Northern Flicker,Colaptes auratus,6/12/2014,8:30 AM,2,60,US-MO,38.6389068,-90.2853806,77,6,2014
2393,S17601243,Merlin,Falco columbarius,3/25/2014,4:30 PM,1,180,US-NM,35.0990608,-106.4779472,77,3,2014
2566,S17601243,Say's Phoebe,Sayornis saya,3/25/2014,4:30 PM,9,180,US-NM,35.0990608,-106.4779472,77,3,2014
2760,S18767759,Warbling Vireo,Vireo gilvus,6/12/2014,8:30 AM,4,60,US-MO,38.6389068,-90.2853806,77,6,2014
3008,S17601243,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,3/25/2014,4:30 PM,2,180,US-NM,35.0990608,-106.4779472,77,3,2014
3117,S17601243,Common Raven,Corvus corax,3/25/2014,4:30 PM,4,180,US-NM,35.0990608,-106.4779472,77,3,2014
3378,S18767759,Purple Martin,Progne subis,6/12/2014,8:30 AM,3,60,US-MO,38.6389068,-90.2853806,77,6,2014
3470,S18767759,Barn Swallow,Hirundo rustica,6/12/2014,8:30 AM,8,60,US-MO,38.6389068,-90.2853806,77,6,2014
3968,S18767759,European Starling,Sturnus vulgaris,6/12/2014,8:30 AM,16,60,US-MO,38.6389068,-90.2853806,77,6,2014
4119,S17601243,Curve-billed Thrasher,Toxostoma curvirostre,3/25/2014,4:30 PM,6,180,US-NM,35.0990608,-106.4779472,77,3,2014
4379,S17601243,American Robin,Turdus migratorius,3/25/2014,4:30 PM,4,180,US-NM,35.0990608,-106.4779472,77,3,2014
4429,S18767759,American Robin,Turdus migratorius,6/12/2014,8:30 AM,15,60,US-MO,38.6389068,-90.2853806,77,6,2014
4577,S18767759,House Sparrow,Passer domesticus,6/12/2014,8:30 AM,2,60,US-MO,38.6389068,-90.2853806,77,6,2014
4711,S17601243,Lesser Goldfinch,Spinus psaltria,3/25/2014,4:30 PM,2,180,US-NM,35.0990608,-106.4779472,77,3,2014
4920,S17601243,Black-throated Sparrow,Amphispiza bilineata,3/25/2014,4:30 PM,2,180,US-NM,35.0990608,-106.4779472,77,3,2014
5045,S17601243,White-crowned Sparrow,Zonotrichia leucophrys,3/25/2014,4:30 PM,5,180,US-NM,35.0990608,-106.4779472,77,3,2014
5250,S18767759,Song Sparrow,Melospiza melodia,6/12/2014,8:30 AM,3,60,US-MO,38.6389068,-90.2853806,77,6,2014
5348,S17601243,Canyon Towhee,Melozone fusca,3/25/2014,4:30 PM,3,180,US-NM,35.0990608,-106.4779472,77,3,2014
5359,S17601243,Spotted Towhee,Pipilo maculatus,3/25/2014,4:30 PM,1,180,US-NM,35.0990608,-106.4779472,77,3,2014
6145,S17601243,Yellow-rumped Warbler,Setophaga coronata,3/25/2014,4:30 PM,3,180,US-NM,35.0990608,-106.4779472,77,3,2014
343,S18038666,Mallard,Anas platyrhynchos,4/22/2014,6:30 PM,1,75,US-MO,38.6389068,-90.2853806,76,4,2014
553,S22908610,Gambel's Quail,Callipepla gambelii,4/16/2015,5:30 AM,12,120,US-AZ,33.4618165,-111.9436349,76,4,2015
673,S22908610,White-winged Dove,Zenaida asiatica,4/16/2015,5:30 AM,2,120,US-AZ,33.4618165,-111.9436349,76,4,2015
698,S22908610,Mourning Dove,Zenaida macroura,4/16/2015,5:30 AM,25,120,US-AZ,33.4618165,-111.9436349,76,4,2015
883,S18038666,Chimney Swift,Chaetura pelagica,4/22/2014,6:30 PM,4,75,US-MO,38.6389068,-90.2853806,76,4,2014
966,S22908610,Anna's Hummingbird,Calypte anna,4/16/2015,5:30 AM,14,120,US-AZ,33.4618165,-111.9436349,76,4,2015
1103,S99561680,Spotted Sandpiper,Actitis macularius,12/21/2021,10:56 AM,4,4,US-FL,25.137089,-80.9324605,76,12,2021
1130,S99561680,Willet,Tringa semipalmata,12/21/2021,10:56 AM,45,4,US-FL,25.137089,-80.9324605,76,12,2021
1229,S99561680,Magnificent Frigatebird,Fregata magnificens,12/21/2021,10:56 AM,1,4,US-FL,25.137089,-80.9324605,76,12,2021
1288,S99561680,Brown Pelican,Pelecanus occidentalis,12/21/2021,10:56 AM,1,4,US-FL,25.137089,-80.9324605,76,12,2021
1546,S99561680,Yellow-crowned Night-Heron,Nyctanassa violacea,12/21/2021,10:56 AM,4,4,US-FL,25.137089,-80.9324605,76,12,2021
1564,S99561680,Roseate Spoonbill,Platalea ajaja,12/21/2021,10:56 AM,3,4,US-FL,25.137089,-80.9324605,76,12,2021
